Causas (lista reducida);Sexo;Provincia de residencia;Total
012 Tumor maligno del colon;Hombres;Cádiz;159
012 Tumor maligno del colon;Hombres;Cantabria;89
012 Tumor maligno del colon;Hombres;Castellón/Castelló;88
012 Tumor maligno del colon;Hombres;Ciudad Real;83
012 Tumor maligno del colon;Hombres;Córdoba;152
012 Tumor maligno del colon;Hombres;Coruña, A;193
012 Tumor maligno del colon;Hombres;Cuenca;25
012 Tumor maligno del colon;Hombres;Gipuzkoa;85
012 Tumor maligno del colon;Hombres;Girona;100
012 Tumor maligno del colon;Hombres;Granada;133
012 Tumor maligno del colon;Hombres;Guadalajara;31
012 Tumor maligno del colon;Hombres;Huelva;70
012 Tumor maligno del colon;Hombres;Huesca;42
012 Tumor maligno del colon;Hombres;Jaén;98
012 Tumor maligno del colon;Hombres;León;89
012 Tumor maligno del colon;Hombres;Lleida;72
012 Tumor maligno del colon;Hombres;Lugo;65
012 Tumor maligno del colon;Hombres;Madrid;657
012 Tumor maligno del colon;Hombres;Málaga;214
012 Tumor maligno del colon;Hombres;Murcia;191
012 Tumor maligno del colon;Hombres;Navarra;87
012 Tumor maligno del colon;Hombres;Ourense;68
012 Tumor maligno del colon;Hombres;Palencia;36
012 Tumor maligno del colon;Hombres;Palmas, Las;106
012 Tumor maligno del colon;Hombres;Pontevedra;125
012 Tumor maligno del colon;Hombres;Rioja, La;51
012 Tumor maligno del colon;Hombres;Salamanca;68
012 Tumor maligno del colon;Hombres;Santa Cruz de Tenerife;129
012 Tumor maligno del colon;Hombres;Segovia;30
012 Tumor maligno del colon;Hombres;Sevilla;240
012 Tumor maligno del colon;Hombres;Soria;21
012 Tumor maligno del colon;Hombres;Tarragona;97
012 Tumor maligno del colon;Hombres;Teruel;27
012 Tumor maligno del colon;Hombres;Toledo;99
012 Tumor maligno del colon;Hombres;Valencia/Valncia;383
012 Tumor maligno del colon;Hombres;Valladolid;77
012 Tumor maligno del colon;Hombres;Zamora;36
012 Tumor maligno del colon;Hombres;Zaragoza;157
012 Tumor maligno del colon;Hombres;Ceuta;3
012 Tumor maligno del colon;Hombres;Melilla;7
012 Tumor maligno del colon;Hombres;Extranjero;11
012 Tumor maligno del colon;Mujeres;Total;4.699
012 Tumor maligno del colon;Mujeres;Albacete;35
012 Tumor maligno del colon;Mujeres;Alicante/Alacant;161
012 Tumor maligno del colon;Mujeres;Almería;48
012 Tumor maligno del colon;Mujeres;Araba/Alava;25
012 Tumor maligno del colon;Mujeres;Asturias;141
012 Tumor maligno del colon;Mujeres;Avila;29
012 Tumor maligno del colon;Mujeres;Badajoz;83
012 Tumor maligno del colon;Mujeres;Balears, Illes;114
012 Tumor maligno del colon;Mujeres;Barcelona;557
012 Tumor maligno del colon;Mujeres;Bizkaia;144
012 Tumor maligno del colon;Mujeres;Burgos;37
012 Tumor maligno del colon;Mujeres;Cáceres;50
012 Tumor maligno del colon;Mujeres;Cádiz;96
012 Tumor maligno del colon;Mujeres;Cantabria;53
012 Tumor maligno del colon;Mujeres;Castellón/Castelló;51
012 Tumor maligno del colon;Mujeres;Ciudad Real;67
012 Tumor maligno del colon;Mujeres;Córdoba;77
012 Tumor maligno del colon;Mujeres;Coruña, A;143
012 Tumor maligno del colon;Mujeres;Cuenca;21
012 Tumor maligno del colon;Mujeres;Gipuzkoa;66
012 Tumor maligno del colon;Mujeres;Girona;71
012 Tumor maligno del colon;Mujeres;Granada;108
012 Tumor maligno del colon;Mujeres;Guadalajara;34
012 Tumor maligno del colon;Mujeres;Huelva;55
012 Tumor maligno del colon;Mujeres;Huesca;23
012 Tumor maligno del colon;Mujeres;Jaén;52
012 Tumor maligno del colon;Mujeres;León;56
012 Tumor maligno del colon;Mujeres;Lleida;49
012 Tumor maligno del colon;Mujeres;Lugo;66
012 Tumor maligno del colon;Mujeres;Madrid;573
012 Tumor maligno del colon;Mujeres;Málaga;120
012 Tumor maligno del colon;Mujeres;Murcia;102
012 Tumor maligno del colon;Mujeres;Navarra;54
012 Tumor maligno del colon;Mujeres;Ourense;44
012 Tumor maligno del colon;Mujeres;Palencia;21
012 Tumor maligno del colon;Mujeres;Palmas, Las;99
012 Tumor maligno del colon;Mujeres;Pontevedra;100
012 Tumor maligno del colon;Mujeres;Rioja, La;30
012 Tumor maligno del colon;Mujeres;Salamanca;61
012 Tumor maligno del colon;Mujeres;Santa Cruz de Tenerife;87
012 Tumor maligno del colon;Mujeres;Segovia;16
012 Tumor maligno del colon;Mujeres;Sevilla;188
012 Tumor maligno del colon;Mujeres;Soria;14
012 Tumor maligno del colon;Mujeres;Tarragona;87
012 Tumor maligno del colon;Mujeres;Teruel;12
012 Tumor maligno del colon;Mujeres;Toledo;65
012 Tumor maligno del colon;Mujeres;Valencia/Valncia;274
012 Tumor maligno del colon;Mujeres;Valladolid;55
012 Tumor maligno del colon;Mujeres;Zamora;34
012 Tumor maligno del colon;Mujeres;Zaragoza;121
012 Tumor maligno del colon;Mujeres;Ceuta;5
012 Tumor maligno del colon;Mujeres;Melilla;7
012 Tumor maligno del colon;Mujeres;Extranjero;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Total;4.056
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Albacete;36
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Alicante/Alacant;149
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Almería;58
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Araba/Alava;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Asturias;133
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Avila;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Badajoz;72
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Balears, Illes;96
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Barcelona;387
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Bizkaia;117
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Burgos;42
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Cáceres;46
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Cádiz;91
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Cantabria;45
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Castellón/Castelló;63
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Ciudad Real;59
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Córdoba;59
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Coruña, A;119
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Cuenca;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Gipuzkoa;62
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Girona;54
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Granada;62
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Guadalajara;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Huelva;48
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Huesca;31
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Jaén;68
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;León;68
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Lleida;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Lugo;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Madrid;550
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Málaga;113
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Murcia;103
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Navarra;52
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Ourense;47
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Palencia;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Palmas, Las;74
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Pontevedra;112
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Rioja, La;24
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Salamanca;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Santa Cruz de Tenerife;83
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Segovia;12
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Sevilla;130
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Soria;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Tarragona;64
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Teruel;20
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Toledo;70
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Valencia/Valncia;221
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Valladolid;41
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Zamora;22
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Zaragoza;88
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Ceuta;4
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Melilla;3
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Ambos sexos;Extranjero;5
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Total;2.513
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Albacete;21
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Alicante/Alacant;100
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Almería;37
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Araba/Alava;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Asturias;90
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Avila;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Badajoz;45
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Balears, Illes;54
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Barcelona;242
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Bizkaia;74
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Burgos;26
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Cáceres;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Cádiz;54
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Cantabria;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Castellón/Castelló;40
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Ciudad Real;34
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Córdoba;40
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Coruña, A;70
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Cuenca;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Gipuzkoa;45
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Girona;36
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Granada;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Guadalajara;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Huelva;38
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Huesca;19
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Jaén;50
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;León;38
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Lleida;28
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Lugo;27
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Madrid;304
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Málaga;70
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Murcia;67
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Navarra;35
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Ourense;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Palencia;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Palmas, Las;45
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Pontevedra;68
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Rioja, La;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Salamanca;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Santa Cruz de Tenerife;50
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Segovia;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Sevilla;81
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Soria;8
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Tarragona;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Teruel;13
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Toledo;31
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Valencia/Valncia;128
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Valladolid;33
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Zamora;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Zaragoza;56
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Ceuta;2
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Melilla;1
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;Extranjero;1
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Total;1.543
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Albacete;15
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Alicante/Alacant;49
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Almería;21
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Araba/Alava;12
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Asturias;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Avila;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Badajoz;27
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Balears, Illes;42
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Barcelona;145
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Bizkaia;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Burgos;16
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Cáceres;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Cádiz;37
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Cantabria;22
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Castellón/Castelló;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Ciudad Real;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Córdoba;19
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Coruña, A;49
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Cuenca;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Gipuzkoa;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Girona;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Granada;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Guadalajara;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Huelva;10
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Huesca;12
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Jaén;18
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;León;30
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Lleida;11
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Lugo;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Madrid;246
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Málaga;43
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Murcia;36
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Navarra;17
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Ourense;15
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Palencia;3
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Palmas, Las;29
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Pontevedra;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Rioja, La;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Salamanca;19
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Santa Cruz de Tenerife;33
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Segovia;3
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Sevilla;49
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Soria;6
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Tarragona;21
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Teruel;7
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Toledo;39
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Valencia/Valncia;93
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Valladolid;8
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Zamora;4
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Zaragoza;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Ceuta;2
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Melilla;2
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Mujeres;Extranjero;4
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Total;5.209
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Albacete;37
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Alicante/Alacant;170
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Almería;50
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Araba/Alava;48
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Asturias;167
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Avila;19
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Badajoz;53
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Balears, Illes;141
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Barcelona;616
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Bizkaia;185
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Burgos;54
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Cáceres;42
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Cádiz;150
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Cantabria;66
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Castellón/Castelló;66
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Ciudad Real;54
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Córdoba;84
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Coruña, A;163
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Cuenca;24
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Gipuzkoa;97
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Girona;72
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Granada;95
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Guadalajara;19
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Huelva;55
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Huesca;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Jaén;63
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;León;61
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Lleida;45
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Lugo;44
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Madrid;637
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Málaga;148
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Murcia;142
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Navarra;85
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Ourense;54
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Palencia;26
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Palmas, Las;106
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Pontevedra;159
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Rioja, La;41
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Salamanca;40
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Santa Cruz de Tenerife;110
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Segovia;16
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Sevilla;196
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Soria;10
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Tarragona;83
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Teruel;19
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Toledo;62
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Valencia/Valncia;267
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Valladolid;63
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Zamora;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Zaragoza;120
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Ceuta;4
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Melilla;1
014 Tumor maligno del hígado y vías biliares intrahepáticas;Ambos sexos;Extranjero;12
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Total;3.618
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Albacete;25
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Alicante/Alacant;117
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Almería;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Araba/Alava;31
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Asturias;118
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Avila;13
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Badajoz;44
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Balears, Illes;104
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Barcelona;421
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Bizkaia;138
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Burgos;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Cáceres;26
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Cádiz;108
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Cantabria;52
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Castellón/Castelló;49
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Ciudad Real;41
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Córdoba;59
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Coruña, A;115
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Cuenca;17
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Gipuzkoa;70
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Girona;53
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Granada;63
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Guadalajara;10
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Huelva;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Huesca;22
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Jaén;41
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;León;47
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Lleida;31
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Lugo;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Madrid;424
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Málaga;102
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Murcia;109
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Navarra;66
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Ourense;35
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Palencia;17
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Palmas, Las;72
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Pontevedra;110
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Rioja, La;31
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Salamanca;21
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Santa Cruz de Tenerife;75
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Segovia;13
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Sevilla;134
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Soria;5
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Tarragona;59
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Teruel;9
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Toledo;44
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Valencia/Valncia;177
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Valladolid;50
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Zamora;20
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Zaragoza;82
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;Ceuta;2
